candidate_id,job_id,CV,Job Description,Job Position,lang,raw_output_gpt-4o,raw_output_gpt-4o_json_extracted,decision_gpt-4o,feedback_gpt-4o
21ca71d2-f37e-54a6-a3ba-efb5e6d0bc48,f65af94c-22f2-51f1-a02e-6d237a11e54b,"
01/01/2018–01/06/2018 
FreeLance - NodeJS BackEnd developer
I was working as a Nodejs back end developer on different projects.The most part of my work was creating Rest API for Cross-Platform applications

01/06/2018–22/06/2019 Full Stack developer
SRL Formula Pro
Working as a Full Stack developer, i used next technologies
 NodeJs/MongoDB/WebixJS|VueJS
 PHP|Laravel|WebixJS

24/06/2019–Present 
Javascript Developer
MobiChord, Kyiv (Ukraine)
Processing of Telecom Invoices
","**Requirements**:
- 2+ years of experience with the MERN stack
- Passion about technologies and desire to grow alongside us

Will be a plus:
-AWS experience
- Experience with Service Workers, Web Sockets, Puppeteer and other relevant technologies
- Experience in web performance optimizations and web media

Benefits and perks:
- Full-time remote position
- Flexible working time
- Startup pace in growth and technical decisions
- No regular meetings, only written communication in telegram
- No overtimes (it’s important to support life&work balance)
- 13th salary
- Performance bonuses
- Unlimited vacation and sick days
- Technical tasks without micromanagement",Node.js developer,en,"{
    ""decision"": ""reject"",
    ""feedback"": ""Lacks 2+ years of MERN stack experience; no evident AWS or web socket skills. Current role doesn""t align closely with required skills for the position.""
}
```","{""decision"": ""reject"", ""feedback"": ""Lacks 2+ years of MERN stack experience; no evident AWS or web socket skills. Current role doesn't align closely with required skills for the position.""}",reject,Lacks 2+ years of MERN stack experience; no evident AWS or web socket skills. Current role doesn't align closely with required skills for the position.
261164ee-7f73-526b-af79-eff52bf8dcf6,03a3938c-f9df-5316-a0a8-58217e1ec55f,"
08/2021 - 07/2022
 DENTSU UKRAINE
Kyiv
Junior data analyst
1) Created a system for automatic reporting. Used
python and LATEX to create a program for
creating PDF reports from SQL data and
created a Telegram bot to send alerts.
2) Used python, pandas, sklearn and xgboost to
write program for forecast sales depending on
the TV-ratings data of medical drugs
3) Participated in the development and usage of
NLP model for sentiment classification of text
4) Front- and back-end development for team’s
company’s website
","**Responsibilities and requirements**:
— Implement algorithms for the best matching between drivers and riders;
— Implement adaptive pricing/loyalty algorithms;
— Develop forecasting of demand and supply on the platform;
— Leverage data and analytic frameworks to identify opportunities for growth and efficiency;
— Partner with product managers, engineers, marketers, designers, and operators to translate data insights into decisions and action;
— Design and analyze experiments; communicate results and act on launch decisions;
— Develop analytical frameworks to monitor business and product performance;
— Establish metrics that measure the health of our products, as well as rider and driver experience;
— Proficiency in SQL — able to write structured and efficient queries on large data sets;
— Experience in programming, especially with data science and visualization libraries in Python or R;
— English reading level (B2/C1).

**Terms and conditions of work**:
- Opportunity to work in a promising global startup and move to Silicon Valley after probationary period of 2 months;
- Fully remote work, with a flexible schedule and part-time work during the probationary period;
- Opportunity to receive stock and career development to the leading positions in the company.",Data Scientist,en,"{
    ""decision"": ""reject"",
    ""feedback"": ""Lacks proven experience in SQL query efficiency and advanced analytical frameworks; skills in adaptive pricing and matching algorithms are not demonstrated.""
}
```","{""decision"": ""reject"", ""feedback"": ""Lacks proven experience in SQL query efficiency and advanced analytical frameworks; skills in adaptive pricing and matching algorithms are not demonstrated.""}",reject,Lacks proven experience in SQL query efficiency and advanced analytical frameworks; skills in adaptive pricing and matching algorithms are not demonstrated.
261164ee-7f73-526b-af79-eff52bf8dcf6,412788e7-3ebd-5ca4-996f-4400fae74f20,"
08/2021 - 07/2022
 DENTSU UKRAINE
Kyiv
Junior data analyst
1) Created a system for automatic reporting. Used
python and LATEX to create a program for
creating PDF reports from SQL data and
created a Telegram bot to send alerts.
2) Used python, pandas, sklearn and xgboost to
write program for forecast sales depending on
the TV-ratings data of medical drugs
3) Participated in the development and usage of
NLP model for sentiment classification of text
4) Front- and back-end development for team’s
company’s website
","**What you’ll do:**
- Generate product hypotheses, optimization assumptions, and model efficiency improvements;
- Translate business tasks into machine learning terminology;
- Analyze data, search for insights, and generate traits;
- Prepare data and initial descriptive analysis (EDA);
- Create, describe, and validate ML solutions;
- Organize and evaluate A/B tests;
- Create training materials, maintain documentation;
- Consult colleagues on the application of ML/DL algorithms in solving their problems;
- Cooperate with the Data Engineers department to output models in Production.

**Our requirements:**
- University degree in physics and mathematics/technology/economics;
- Knowledge of mathematical statistics, linear algebra, mathematical analysis, Machine Learning algorithms;
- Knowledge and practical experience in using Python to work with data and build ML models;
- Experience in creating models (classification, regression, and clustering) using ML/DL approaches and tools;
- Experience with recommender systems;
- Experience with machine learning models throughout the cycle, including development, validation, and output to Production;
- Understanding of model quality metrics and their applications;
- Experience in effect analysis (A/B tests);
- Interpretation and visualization of the performance results of the obtained models;
- Experience with Docker and Git Bash;
- As a plus — basic knowledge of Cloud services (S3, IAM, EC2, Fargate);
- English level from Intermediate. 

**What we offer:**
- Work for a Swedish company with a portfolio of over 20 global free-to-play (F2P) projects that have been translated in 15 languages;
- Participate in the full product development cycle;
- Grow your career with an international company;
- Official/contract employment;
- Flexible working schedule;
- Comprehensive, company-subsidized medical insurance;
- Educational programs in English with highly qualified instructors;
- Relocation program to help you organize your move and keep costs down;
- Earn bonuses from project revenue for the teams you're involved in;
- Performance share program for key employees;
- R&D Project Development: opportunities for creating your own project within the framework of the company;
- Paid conferences, trainings, and workshops;
- Internal training platform (educational webinars for all specializations within the company);
- Fun and educational hangouts/master classes;
- Attend our annual internal TeamUp conferences abroad;
- Participate in charity projects.",Data Scientist,en,"```{""decision"": ""reject"", ""feedback"": ""Lacks required experience with recommender systems, model deployment, and key ML processes like A/B tests. Limited exposure to advanced ML lifecycle and relevant toolchain.""}```","{""decision"": ""reject"", ""feedback"": ""Lacks required experience with recommender systems, model deployment, and key ML processes like A/B tests. Limited exposure to advanced ML lifecycle and relevant toolchain.""}",reject,"Lacks required experience with recommender systems, model deployment, and key ML processes like A/B tests. Limited exposure to advanced ML lifecycle and relevant toolchain."
261164ee-7f73-526b-af79-eff52bf8dcf6,4663d372-c9d2-5f3e-84e9-098b65486e1f,"
08/2021 - 07/2022
 DENTSU UKRAINE
Kyiv
Junior data analyst
1) Created a system for automatic reporting. Used
python and LATEX to create a program for
creating PDF reports from SQL data and
created a Telegram bot to send alerts.
2) Used python, pandas, sklearn and xgboost to
write program for forecast sales depending on
the TV-ratings data of medical drugs
3) Participated in the development and usage of
NLP model for sentiment classification of text
4) Front- and back-end development for team’s
company’s website
","Spendency is the Nordic region's leading SaaS service in spend analysis – and now the new Onventis Analytics. We help our customers take advantage of the latest technology to take control of their spend and work to both reduce costs and improve the sustainability of their purchases. Spendency now has over 100 customers, including many of Sweden's largest and most demanding organizations. 

We are a relatively small team but are now entering a phase of accelerating expansion as part of our joining Onventis and therefore need to employ driven people who can grow together with the product and be ready to take responsibility in our continued growth journey.

Although we deliver a high-tech solution, our culture and our way of working is based on putting people in focus. Through trust, commitment and helpfulness, we all work actively to be an organization where everyone is given the best opportunity to be challenged and grow. We are very excited about the work we do, the customers we help and the opportunities we see ahead of us, and we look forward to bringing more people with us on our continued journey.

About the development team

The team has a long history of working with agile. You will enter a well-oiled machine, where both processes and tools work, so you can to devote yourself to building new fun code, and not fight to make things work.

We like to bring in new technology, and learning from each other is the best thing we know. All developers have a background in various open source projects, such as the Spring Framework, so it is really appreciated when you come up with new ideas - and ideas on how we can use new fun technology.

We work in short sprints, so what you build will immediately get into the hands of users who really appreciate what we do. Of course, we work with CI and Devops, so going from code to production is a matter of minutes.

We want you to grow in this role. Maybe you're a code wizard that just blazes through bug fixes. Or you are the strategic thinker, who sees the possibility of simplifying and reusing code. Maybe you are the one who has an eye for how the web pages should be designed, so they are both pretty and easy to use. Together, we will ensure that you develop into someone who has a prominent role in the team and who will have responsibility for entire user stories and work on them together with the rest of the team.

We think it's fun to come to work every day, and we think you will too!

About The AI Product

We are looking to expand our AI offerings to include spend analytics in many more languages and regions. Working with natural language processing in new markets will be a fun new challenge.

We are looking to build new AI powered insights into patterns, behaviors and trends, both for individual companies to help them work more efficiently, and to identify broader trends withing the industry as a whole. Onventis Analytics has access to a wonderfully broad dataset, across many customers in different industry and government areas.
Competence profile

Data Science using Python, Jupyter and Pandas (or better)
Natural Language Processing using SkLearn, PolyFuzz, Hugging Face and similar
Deep Learning with TensorFlow or Pytorch
Python programming for productionizing
Basic AWS
Docker/Kubernetes

AI Services on AWS or Azure: high-level services such as regression, prediction, anomaly detection etc to be leveraged in our solution

Strong English language skills
Understanding German

Other technologies that are a big plus:

Pytorch
Deep AWS SageMaker or Azure AI experience
Experience with Anomaly Detection",Data Scientist,en,"```{""decision"": ""reject"", ""feedback"": ""The candidate lacks relevant experience in deep learning, AWS/Azure services, and extensive AI development, which are crucial for the role we are hiring for.""}```","{""decision"": ""reject"", ""feedback"": ""The candidate lacks relevant experience in deep learning, AWS/Azure services, and extensive AI development, which are crucial for the role we are hiring for.""}",reject,"The candidate lacks relevant experience in deep learning, AWS/Azure services, and extensive AI development, which are crucial for the role we are hiring for."
2873de1f-4d08-5f2c-9b1d-6dea814678f3,47d4bb00-f89a-50be-ad90-440952549178,"
07/2023 — now | Full stack Developer
Jyotish Club
Project — Astrological calendar
 Full stack development of technical specs and MVP
 Built new unique functionality
 Fixed bugs and troubleshooting problems
Environment: React Native, MySQL, TypeScript, MaterialUI, Tailwind, REST API

04/2023 — now | Full stack Developer
Honest Finance
Project — Finance Management App
 Full stack development of technical specs and MVP
 Building new unique functionality
 Fixing bugs and troubleshooting problems
Environment: React Native, PostgreSQL, TypeScript, MaterialUI, Tailwind, REST API

01/2023 — 04/2023 | Web Developer |
UWP Digital
Project — Advertising sites for Shwedish customers 
 Worked with site’s layout design
 Created websites from scratch
 Developed new and maintaining current modules
 Fixed bugs and troubleshooting problems
Environment: HTML, CSS, JavaScript, Tailwind, Figma

11/2022 — 01/2023 | JavaScript Intern
SysGears
Project — Customers’ database
 Worked with big data
 Created new search fllters
 Fixed bugs and troubleshooting problems
Environment: REST API, JSON, JavaScript
","Hello! We are looking for a **ReactJs developer** for our new client in the field of Fintech.

**DETAILS**:
🎯 Schedule: full-time, remote;
🎯 Experience: 2+ years of experience with ReactJs;
🎯 Start: ASAP;
🎯 Client: USA;
🎯 Project: FinTech

**ABOUT OUR CLIENT:**

Relay is an end-to-end payment solution providing the logistics industry with instant, electronic and cashless payments.

**YOU HAVE:
**
- 2+ years of experience with ReactJs;
- Experience with Redux;
- English written - must,  Russian or English for communication

**YOU’LL GET:**
Competitive salary and regular review of the salary;
Ability to work completely remotely from anywhere in the world;
State holidays;
The best experience of a lifetime - an opportunity to gain invaluable experience and to grow as a professional;
20 paid vacation days and 10 paid sick days;
Flexible work schedule;
Accounting support and full payment of taxes by the company;
Necessary equipment for work;
Compensation of English lessons 100%;
Compensation of professionals training/development measure and education;
$200 start bonus for education;
Corporate online library;
Payment for sports expenses;
Friendly team and enjoyable working environment;
Regular team-building events",React Developer,en,"{
    ""decision"": ""reject"",
    ""feedback"": ""Lacks 2+ years of specific ReactJs experience. Current roles emphasize React Native and full-stack development, which does not meet the ReactJs focus required for the position.""
}
```","{""decision"": ""reject"", ""feedback"": ""Lacks 2+ years of specific ReactJs experience. Current roles emphasize React Native and full-stack development, which does not meet the ReactJs focus required for the position.""}",reject,"Lacks 2+ years of specific ReactJs experience. Current roles emphasize React Native and full-stack development, which does not meet the ReactJs focus required for the position."
2873de1f-4d08-5f2c-9b1d-6dea814678f3,613d5139-832f-50b4-aaa1-a5c705be14cc,"
07/2023 — now | Full stack Developer
Jyotish Club
Project — Astrological calendar
 Full stack development of technical specs and MVP
 Built new unique functionality
 Fixed bugs and troubleshooting problems
Environment: React Native, MySQL, TypeScript, MaterialUI, Tailwind, REST API

04/2023 — now | Full stack Developer
Honest Finance
Project — Finance Management App
 Full stack development of technical specs and MVP
 Building new unique functionality
 Fixing bugs and troubleshooting problems
Environment: React Native, PostgreSQL, TypeScript, MaterialUI, Tailwind, REST API

01/2023 — 04/2023 | Web Developer |
UWP Digital
Project — Advertising sites for Shwedish customers 
 Worked with site’s layout design
 Created websites from scratch
 Developed new and maintaining current modules
 Fixed bugs and troubleshooting problems
Environment: HTML, CSS, JavaScript, Tailwind, Figma

11/2022 — 01/2023 | JavaScript Intern
SysGears
Project — Customers’ database
 Worked with big data
 Created new search fllters
 Fixed bugs and troubleshooting problems
Environment: REST API, JSON, JavaScript
","TECH SKILLS:
• 2+ years of software development experience (HTML/CSS/Javascript ES6+);
• Strong understanding of how React ecosystem works (namely React, Redux, styled components);
• Experience with testing tools (Jest, Enzyme, etc.);
• Experience with Git and understanding branching principles;
• Understanding of REST Web Services, architecture principles, and design patterns;
• Understanding of SDLC and Scrum processes;

ENGLISH - Intermediate and +

WHAT WE OFFER

— Regular transparent performance & career development reviews;
— Flexible schedule (working day starts till — 11 a.m);
— Funny celebrations, active corporate life;
— Smooth adaptation period: 2 months;
— Long-term employment;
— Compensation for sick leaves and regular vacations;
— Friendly team (we are a company with a family atmosphere).",React Developer,en,"{
  ""decision"": ""reject"", 
  ""feedback"": ""Lacks 2+ years"" experience and React ecosystem expertise. Consider gaining more experience in React and testing tools like Jest or Enzyme.""
}
```","{""decision"": ""reject"",   ""feedback"": ""Lacks 2+ years' experience and React ecosystem expertise. Consider gaining more experience in React and testing tools like Jest or Enzyme.""}",reject,Lacks 2+ years' experience and React ecosystem expertise. Consider gaining more experience in React and testing tools like Jest or Enzyme.
2873de1f-4d08-5f2c-9b1d-6dea814678f3,c0dba0ac-6cbb-5716-ad7a-81e008648ee9,"
07/2023 — now | Full stack Developer
Jyotish Club
Project — Astrological calendar
 Full stack development of technical specs and MVP
 Built new unique functionality
 Fixed bugs and troubleshooting problems
Environment: React Native, MySQL, TypeScript, MaterialUI, Tailwind, REST API

04/2023 — now | Full stack Developer
Honest Finance
Project — Finance Management App
 Full stack development of technical specs and MVP
 Building new unique functionality
 Fixing bugs and troubleshooting problems
Environment: React Native, PostgreSQL, TypeScript, MaterialUI, Tailwind, REST API

01/2023 — 04/2023 | Web Developer |
UWP Digital
Project — Advertising sites for Shwedish customers 
 Worked with site’s layout design
 Created websites from scratch
 Developed new and maintaining current modules
 Fixed bugs and troubleshooting problems
Environment: HTML, CSS, JavaScript, Tailwind, Figma

11/2022 — 01/2023 | JavaScript Intern
SysGears
Project — Customers’ database
 Worked with big data
 Created new search fllters
 Fixed bugs and troubleshooting problems
Environment: REST API, JSON, JavaScript
","**Technologies:**
JavaScript CSS React Typescript AWS Lambda

**Project Description**
Tens of thousands of hungry Diners utilize our platform daily. Our goal is to find as many hungry people who aren’t currently using the platform and make sure that they get fed. As part of the growth team you’ll be focussing on rolling out a new SEO mobile user focussed landing experience, improving onboarding and diner retention through targeted multichannel communications.

**Job Requirements**
2+ years experience building highly-scalable interactive web applications (e-commerce preferred);
Extended knowledge of JavaScript;
History with one of the major web frameworks (E.g. React, Vue);
Experience writing object-oriented code, especially in JavaScript. Typescript is a plus!;
Experience working in a test-driven development;
Familiar with Agile methodologies;
Experience working with open source technologies is required and contribution to open source systems is a plus;

**Company Background**
The client is the nation’s leading online and mobile food ordering company. Since 2004 they’ve been connecting hungry diners to the local restaurants they love. They’re moving eating forward with no signs of slowing down.

With more than 80,000 restaurants and over 14 million diners across 1,600 U.S. cities and London, we’re delivering like never before. Incredible tech is our bread and butter, but amazing people are our secret ingredient. Rigorously analytical and customer-obsessed, our employees develop the fresh ideas and brilliant programs that keep our brands going and growing.

Long story short, keeping our people happy, challenged and well-fed is priority one. Interested? Let’s talk. We’re eager to show you what we bring to the table.",React Developer,en,"```{""decision"": ""hire"", ""feedback"": ""Strong JavaScript, React, TypeScript skills, e-commerce experience, and full stack expertise meet our requirements for scalable web apps. Good fit for our growth-focused team.""}```","{""decision"": ""hire"", ""feedback"": ""Strong JavaScript, React, TypeScript skills, e-commerce experience, and full stack expertise meet our requirements for scalable web apps. Good fit for our growth-focused team.""}",hire,"Strong JavaScript, React, TypeScript skills, e-commerce experience, and full stack expertise meet our requirements for scalable web apps. Good fit for our growth-focused team."
2abd6cfc-001b-59c6-8b6e-0fd14a65a27e,6adc6153-943b-5753-906c-7df45d887f32,"- Improved signup conversion from 5 to 15%
- Increased retention rate from 25 to 65%
- Implemented gamification system
- Worked up project's analytics combing internal data and Google Analytics data using pivot tables
01.2022-08.2023
Product manager.
Ctleague.io. A startup project for gamification of crypto trading where crypto traders can entertain, taking part in numerous tournaments, communicate inside interest groups, get profit winning in tournaments and recognition in traders’ rating. Complicated technical product that included integration through APIs of numerous crypto exchanges, own internal crypto wallet and an in-game currency.

09.2019-12.2021
Chief Commercial Officer.
Witex Ukraine. Business strategic and tactical planning, managing Sales and Product departments (19 subordinates).

04.2016-08.2021
Head of Product management department
Witex Ukraine. Full-cycle planning, budgeting, purchases and sales. Managing Product department (4 subordinates). 

08.2014-03.2016
Product Manager
Witex Ukraine
Assortment policy, Long-term and short-term budgeting, Pricing.

05.2013-07.2014
Head of sales and marketing department
Ukrainian organic resources. Market analysis, planning, products certification.

11.2012-05.2013
Head of digital department
Mobilochka. Management department, Assortment and pricing policy, negotiations with suppliers, trade marketing.

12.2010-11.2012
Category Manager
Foxtrot. Assortment and pricing policy, negotiations with suppliers, trade marketing.
My goal is to find a team with ambitions to make the the coolest product!","Main responsibilities are to help marketing, product, and engineering teams implement best practices of product management to improve user engagement and reduce marketing costs.

Objectives:
We would like you to consistently and proactively generate data-driven hypotheses and insights on improving Gainy app and website according to our business goals. We expect you to:

- Work closely with engineering, marketing, and design teams to collaboratively convert insights into actionable items;
- Participate in decision-making regarding product strategy and roadmap;
- Access the data you need directly (SQL) and/or via analytical tools;
- Review and adjust current analytics tools we use;
- Verify data consistency among the different analytical tools we use.

Competencies:
- 3+ years of experience in building analytics for iOS applications from the ground up to delivery;
- 2+ years of experience working with product roadmap;
- Experience working in a high-uncertainty startup environment;
- Possesses strong knowledge of mobile analytics best practices and tools (Google Analytics, AppsFlyer, Firebase, and Amplitude);
- Has experience interviewing analysts in the past.
- Experience in Fintech companies is a plus.",Product manager,en,"{
  ""decision"": ""hire"",
  ""feedback"": ""Proven product management and analytics experience in startups. Skilled at improving user engagement and data-driven insights, aligning with our requirements for Gainy app and website enhancement.""
}
```","{""decision"": ""hire"",  ""feedback"": ""Proven product management and analytics experience in startups. Skilled at improving user engagement and data-driven insights, aligning with our requirements for Gainy app and website enhancement.""}",hire,"Proven product management and analytics experience in startups. Skilled at improving user engagement and data-driven insights, aligning with our requirements for Gainy app and website enhancement."
2abd6cfc-001b-59c6-8b6e-0fd14a65a27e,c3e54755-de36-58ec-ba6e-109dc5033ff9,"- Improved signup conversion from 5 to 15%
- Increased retention rate from 25 to 65%
- Implemented gamification system
- Worked up project's analytics combing internal data and Google Analytics data using pivot tables
01.2022-08.2023
Product manager.
Ctleague.io. A startup project for gamification of crypto trading where crypto traders can entertain, taking part in numerous tournaments, communicate inside interest groups, get profit winning in tournaments and recognition in traders’ rating. Complicated technical product that included integration through APIs of numerous crypto exchanges, own internal crypto wallet and an in-game currency.

09.2019-12.2021
Chief Commercial Officer.
Witex Ukraine. Business strategic and tactical planning, managing Sales and Product departments (19 subordinates).

04.2016-08.2021
Head of Product management department
Witex Ukraine. Full-cycle planning, budgeting, purchases and sales. Managing Product department (4 subordinates). 

08.2014-03.2016
Product Manager
Witex Ukraine
Assortment policy, Long-term and short-term budgeting, Pricing.

05.2013-07.2014
Head of sales and marketing department
Ukrainian organic resources. Market analysis, planning, products certification.

11.2012-05.2013
Head of digital department
Mobilochka. Management department, Assortment and pricing policy, negotiations with suppliers, trade marketing.

12.2010-11.2012
Category Manager
Foxtrot. Assortment and pricing policy, negotiations with suppliers, trade marketing.
My goal is to find a team with ambitions to make the the coolest product!","Costumer:
Is a publicly traded company (Euronext: ABI) based in
Leuven, Belgium, with American Depositary Receipts on the New York Stock
Exchange (NYSE: BUD). It is the leading global brewer and one of the world
five consumer products companies.
Beer, the original social network, has been bringing people together for thousands of years and our portfolio of well over 500 beer brands continues to forge strong connections with consumers.

Projects:
As primary platform for Field Sales Force automation and optimization ABI chosen SaleForce.com which is used already around all Europe, Latin America and partially Asia. Many projects are started on SFDC platform every year. We expect to have team of highly skill professionals who will work on different projects in SFDC domain for next few years.

Role:
To help make implementation of the platform on new international markets.",Product manager,en,"```{""decision"": ""reject"", ""feedback"": ""Candidate lacks specific experience with Salesforce.com and international market implementation, which are crucial for the role.""}```","{""decision"": ""reject"", ""feedback"": ""Candidate lacks specific experience with Salesforce.com and international market implementation, which are crucial for the role.""}",reject,"Candidate lacks specific experience with Salesforce.com and international market implementation, which are crucial for the role."
2abd6cfc-001b-59c6-8b6e-0fd14a65a27e,c8ba572e-5c15-54a0-ad6f-ae6e89dbb173,"- Improved signup conversion from 5 to 15%
- Increased retention rate from 25 to 65%
- Implemented gamification system
- Worked up project's analytics combing internal data and Google Analytics data using pivot tables
01.2022-08.2023
Product manager.
Ctleague.io. A startup project for gamification of crypto trading where crypto traders can entertain, taking part in numerous tournaments, communicate inside interest groups, get profit winning in tournaments and recognition in traders’ rating. Complicated technical product that included integration through APIs of numerous crypto exchanges, own internal crypto wallet and an in-game currency.

09.2019-12.2021
Chief Commercial Officer.
Witex Ukraine. Business strategic and tactical planning, managing Sales and Product departments (19 subordinates).

04.2016-08.2021
Head of Product management department
Witex Ukraine. Full-cycle planning, budgeting, purchases and sales. Managing Product department (4 subordinates). 

08.2014-03.2016
Product Manager
Witex Ukraine
Assortment policy, Long-term and short-term budgeting, Pricing.

05.2013-07.2014
Head of sales and marketing department
Ukrainian organic resources. Market analysis, planning, products certification.

11.2012-05.2013
Head of digital department
Mobilochka. Management department, Assortment and pricing policy, negotiations with suppliers, trade marketing.

12.2010-11.2012
Category Manager
Foxtrot. Assortment and pricing policy, negotiations with suppliers, trade marketing.
My goal is to find a team with ambitions to make the the coolest product!","We are looking for a product manager to join us at Woolf to make higher education more accessible and ensure that it is globally transferable. We’re building a university for a borderless future, helping a network of colleges around the world maintain excellence in their teaching.

**About**
Our mission at Woolf is to make higher education more accessible and ensure that it is globally transferable. We’re building a university for a borderless future, helping a network of colleges around the world maintain excellence in their teaching and receive recognition for their programs.

Woolf is the first global, collegiate higher education institution that lets qualified organizations join as member colleges and offer accredited degrees. Our software helps colleges meet and maintain regulatory and quality standards - managing everything from course creation to degree issuance. Like the member colleges at the University of Oxford or the University of California, Woolf’s colleges have the benefit of being a part of a major higher education institution, while staying independent.

We’re building for a future in which thousands of colleges can join Woolf. We want to provide a complete set of accreditation licenses for every program, not only increasing the speed of innovation in higher education, but lowering costs for students, and making high-quality education more widely accessible.

**What do we offer?**
- Work in an ambitious team on an essential product in the EdTech;
- A large space for implementing own ideas and influencing the product;
- Professional development. We promote the development of every employee in the company.

**Your main tasks will be:**
- Gather business requirements and needs from stakeholders and clients. Collaborate with engineering and design teams to ship new, impactful features. Convert them to user journeys and flow diagrams.
- Take high-level feature proposals and customer problems and break them into small iterations that engineering can work on—balance new features, improvements, and bug fixes to ensure a high velocity and a stable product.
- Control the deliverables of designers and developers. Ensure they are tested, documented, and meet done definitions. Announce them to stakeholders and clients using release announcements and changelog.
- Participate in backlog review, sprint planning, sprint review, sprint retro, and release announcement sessions.
- Guarantee product quality, business value, and customer satisfaction by gathering feedback, monitoring user behavior, and implementing continuous improvements.

**What we need from you:**
- 3+ years of experience.
- Strong knowledge of common UX/UI patterns and experience in documenting design decisions.
- Strong knowledge of usability monitoring and testing tools and constant feedback-gathering processes.
- Striving to find solutions through collaboration and teamwork.
- Excellent written and communication skills. Knowledge and passion for scrum and agile software development methodologies.
- Experience with launching public APIs, widgets, or similar products is a Plus.
- Great written & spoken English.

**Benefits of working with us:**
- Flat hierarchy without micromanagement — our doors are open, and all teammates are approachable;
- Full growth support: onboarding plan 30-60-90, biweekly 1:1s, personal growth plans, performance reviews, mentorship;
- Flexible schedule and ability to work from home — we expect a full-time commitment but do not track your working hours;
- For comfortable work, we provide MacBook and ultra-wide monitor;
- Flexible PTOs. 20 workdays of vacation per year;
- Paid sick leaves. Medical insurance;
- Accounting support;
- English classes and constant communication with native speakers.

**Hiring Process**
Candidates for this position can expect the hiring process to follow the order below.

- 15min screening interview with a recruiter to gather your profile and discovers organizational matters.
- 60 min panel interview with СTO and VPE to evaluate your experience, share our needs, and ensure they meet each other
- 60 min test task.
- 30 min interview with a CEO to share the vision & values and ensures they resonate with your personality.",Product manager,en,"```{""decision"": ""reject"", ""feedback"": ""Lacks direct experience with education technology products; extensive background in sales and marketing may not align with specific requirements for managing EdTech product development at Woolf.""}```","{""decision"": ""reject"", ""feedback"": ""Lacks direct experience with education technology products; extensive background in sales and marketing may not align with specific requirements for managing EdTech product development at Woolf.""}",reject,Lacks direct experience with education technology products; extensive background in sales and marketing may not align with specific requirements for managing EdTech product development at Woolf.
2b4bb00a-50c9-57da-af5a-b9c96b3ca1f3,8262ebd6-0fcd-5d1a-89ac-ec961a1a2a4e,"
12.21 - 05.23 
Innovecs: Fintech app. Team consisted of more than 25 IOS developers. Rx + MVVM (router -> (builder) -> coordinator)
01.20 - 12.21
Intobi: HealthCare app from scratch to release. Was working as single dev. 
Dating app based on webView (each dev has shamed background)
Education app. Working with implementing custom design and implementing 3th party services like Zoom SDK ect. 
03.19 - 01.20
UpWork, took small tasks to improve experience before found long-term job
","**Requirements**:

At least 3 years of commercial experience.
Strong knowledge of iOS frameworks and proficiency in Objective-C, Swift, and Cocoa Touch.
Swift-Objective-C interoperability.
Networking, REST API.
Understanding of UX/UI standards.
SOLID, KISS, DRY, YAGNI, design patterns.
GIT.
Cocoa Pods.
Experience with push notifications.
At least intermediate English level.
 

**Will be a plus**:

Experience with CI/CD
Refactoring techniques


**Responsibilities**:

Communicate with product management, QA, UI Android teams.
Ability to explain problems and propose solutions.
Develop new features in an existing app.
Support / identify bugs and make fixes.
Refactoring.
High code standards.
Research continuously and acquire the latest technologies for maximum efficiency.

**What We Offer**:

Friendly, talented, collaborative and entrepreneurial team Competitive and comprehensive benefits and perks 
Work in the international company
Generous holiday and paid time off policies
Competitive compensation in USD
Technology stipends
Training and development opportunities and allowance
Fun and inclusive digital, and (in the future) in-person events
Employee groups - DEI committee, fun committee, wellness group and more
Flexible remote work
Office in the centre of Uzhhorod",iOS Developer,en,"{""decision"": ""reject"", ""feedback"": ""Lacks strong experience with Objective-C and Swift-Objective-C interoperability. Also, no mention of SOLID principles, CI/CD experience, or English proficiency.""}
```","{""decision"": ""reject"", ""feedback"": ""Lacks strong experience with Objective-C and Swift-Objective-C interoperability. Also, no mention of SOLID principles, CI/CD experience, or English proficiency.""}",reject,"Lacks strong experience with Objective-C and Swift-Objective-C interoperability. Also, no mention of SOLID principles, CI/CD experience, or English proficiency."
